day_of_week,hour_bucket,city,platform,rainfall,aqi,earnings
4,0,0,1,42.347094230811855,305.8341276874812,217.43942402107172
2,0,2,1,25.001644921610467,311.2448055547594,205.41477516498642
3,0,4,2,75.45428740846823,96.40574097616968,112.13124572352527
0,0,3,0,32.00496010306117,452.9854528232902,129.72499057465328
3,2,1,2,8.328441119525964,91.2668662663165,296.09570836896944
3,0,3,2,21.272789502422896,475.7875442967606,109.72233395308062
4,1,1,2,99.59312420303291,75.14201960480752,87.47943624865866
2,2,4,2,70.58314838786946,485.8933747883607,126.6695288283146
0,0,4,1,39.66516019542519,451.3536089495495,134.88192699677626
1,0,4,0,23.322807242452782,311.58743775205204,208.69648434611378
4,3,3,1,70.81811955831998,266.7501445838519,74.38325130953558
3,1,2,1,90.6354385094736,100.03886703776811,70.93027273771077
3,1,1,0,82.27903518766931,384.89524562448406,50.0
2,0,3,1,40.02228928720248,264.97170089610245,201.72238843269113
4,1,1,0,96.98788267076391,69.42196037775925,54.676768027737594
4,3,4,2,91.91157152786595,163.8455755951585,65.84240776129576
6,0,0,1,29.449394683942987,498.1241187632168,206.51619433679193
5,1,2,2,4.5446380341457875,176.43343531650365,345.6940879965302
1,3,3,1,38.82683839898722,153.22763556722737,175.75105143934545
3,3,4,0,25.99498628542627,253.95838107297396,251.83242882302778
4,0,2,0,94.05318271353835,237.48757598231563,50.0
4,2,0,1,8.274842003530614,444.4976686666067,183.04807697470522
0,1,0,1,98.72761293149445,117.68760099658768,85.68754760481767
4,1,0,1,82.91642207065144,306.08666112458644,86.56049276828422
4,2,4,1,91.31657522576428,313.3172895464624,165.46872924092088
4,0,1,1,37.78505492757864,158.4881745483343,180.30413145593548
4,0,3,1,87.82206674791922,390.6496094775029,50.0
1,3,1,1,52.03077009037933,397.5432762810377,155.3789155219148
5,3,4,1,87.66536026583451,231.56728979557866,162.02555444230327
6,2,4,0,63.936135697424234,412.2701003837129,187.0039738944073
1,1,1,1,63.66443216222826,299.66702384400156,104.0795676682229
2,2,1,0,51.39894891598108,402.6438557335144,268.85846636713876
2,0,4,0,14.707348092903793,466.96443132267245,78.59695625355326
1,0,3,0,98.0032575285477,271.6781422967913,113.68033054394064
2,2,0,2,12.804583895777244,118.35621208053246,256.76412718512006
5,3,3,0,89.67884099060119,263.28273811829257,130.42821860993368
1,2,2,0,16.893506307216455,175.36565256438138,315.12139546553533
4,1,4,1,12.06358711006008,257.3504456147266,183.39052083958455
5,1,4,2,3.9312139841098936,409.73467950906917,164.06366322233455
0,1,2,2,37.72859652420726,51.16776097264095,205.34385277283192
6,2,1,2,53.126575397353406,374.23222762615916,301.06906379551367
1,1,2,2,71.33495858845524,452.8430769592397,92.36642425365713
4,1,1,1,53.261726645502314,159.11172663562834,233.5872473430373
0,2,4,1,56.39650920188364,428.319493645069,222.25797837787565
0,0,4,0,67.91023191444896,405.12705737330225,50.0
4,1,3,2,73.68224753949129,300.98401967769684,124.38301783486475
1,0,4,1,89.96473971450123,323.3998500321078,139.5840921868065
2,3,2,0,33.0348481280914,470.16132069194356,113.812831231324
5,2,0,2,5.163547787451284,58.20911664276247,311.6614874656833
4,3,1,2,86.55071258939803,417.68243192717597,50.0
2,1,0,1,55.67628930139298,307.22571026145494,184.02259093338787
2,0,3,0,18.704374855752338,195.65565638190967,208.39272049360127
0,3,0,1,76.77795014428388,89.28058081535394,50.0
5,2,3,0,53.258943255158584,73.3205915700921,354.1875990414814
6,1,3,1,32.235384497472296,414.4435006345857,188.46333367310524
0,2,4,0,76.02278598896865,318.0374332735299,105.85066499618132
5,2,0,0,83.06194077877291,484.26210979993067,156.0931423358857
5,0,2,0,20.500181005323725,220.65286323371018,285.50535469263207
3,3,4,2,79.52673118598902,140.73229402148502,90.59472869667997
5,2,4,0,81.45747202313821,349.33874931329007,193.7568034497837
4,1,0,1,81.65994394715771,247.61070885659828,90.82335274020285
5,3,2,0,30.13778741641421,386.424221079313,152.5924418976942
0,2,1,1,6.661911239081697,153.06142591615836,300.48160255931793
6,2,2,2,73.05491368093014,362.1729233315023,231.17474578013056
2,3,4,1,75.24031200388227,368.14120755955656,50.0
2,2,0,1,20.454459316946327,371.3288370006264,269.2628851332233
5,1,4,2,37.88215655569157,255.65009867675525,278.8356315183992
3,3,4,0,48.63574819956078,234.02982968847195,239.9131568980725
1,2,2,0,82.67988278090783,481.5836575538125,159.97951618749414
5,1,1,1,61.49502631526544,460.3335839793341,106.03547109989546
2,3,3,0,92.24993811772957,368.2573854410294,50.0
1,0,3,2,60.67150463828559,240.8588020860737,85.51650055715473
5,2,0,1,23.59060345950812,124.4842296652804,383.00286327739093
3,1,0,0,86.98963620621282,283.47712570673247,50.0
0,0,0,1,80.28534485980114,52.08441035207129,125.88650958381841
0,2,3,0,86.3518140612957,465.3321043093182,53.327500723851145
2,0,2,2,45.24395161326934,113.38565917090995,116.46093065653699
0,2,3,1,3.3879160246594986,190.16292700974083,278.4508975148775
1,3,1,0,51.51736824068126,488.99359205724033,147.17662834471508
0,0,3,1,86.06320178907339,290.7813735201464,62.65058231218097
4,1,2,2,79.97820220742695,207.22414957219985,52.6832646578036
5,0,0,0,37.77259474401693,426.4541659815498,150.47792841654316
2,2,1,1,53.44558912572469,266.48957677441365,321.0282678433823
5,1,2,2,10.298147933131553,200.46326508971697,283.2919791756338
1,1,2,1,52.65784666592938,410.3373971687545,114.48191533773064
6,3,1,2,65.89239419101514,62.19319662656757,138.8658968962141
2,2,4,1,33.9271245896191,306.24958299357513,278.15054550156344
2,0,3,2,72.08130963105066,412.3917353110573,50.0
5,2,3,0,14.108184877771357,232.8765387230849,381.8470586187635
6,3,1,2,63.324077491096055,381.15707593820105,89.90957204727849
1,1,0,2,62.47612710432511,201.1396357174258,106.10029722692224
6,1,2,2,3.4228110820529123,423.79452795436237,235.5563087453267
0,1,4,2,94.84533069621567,393.62260737189234,50.0
0,1,2,1,47.10654526938144,131.94821246971247,268.3543618456522
0,3,1,0,40.255004359698056,148.11039837233892,116.47987313593933
5,2,3,1,52.56901823026858,127.25567863173657,331.1122104207102
0,0,0,1,82.97418037072016,142.88957229227145,96.55590965928502
1,1,4,2,90.00186418481051,443.25053490313184,50.0
0,0,1,0,83.81069631782958,231.97167569706093,127.11483905783416
5,1,1,1,73.80336164263704,87.25940056630691,116.96905098523463
4,2,2,0,72.15328611219056,324.6821001535809,197.43066029597958
5,1,4,0,26.99112223921949,292.929250508687,288.5067421183274
0,1,2,0,15.467214088323622,330.49964790724584,191.58151951505556
1,0,0,0,35.15401611342188,235.7570977730385,223.0394980908371
0,2,2,2,7.776534407895708,51.052725781600216,348.03714681426123
2,1,1,2,31.45965568094109,413.3436133175425,126.52523717080683
3,1,2,2,80.65611478614497,346.4525150198228,138.37613854483052
5,3,0,1,48.942496364314046,149.54424881882102,304.5545420391562
5,2,4,2,29.734900737255078,465.9782879194387,304.01542962738
1,2,4,1,74.50645481202204,74.69717659091371,220.6990014655036
6,0,2,0,7.695320162920916,363.3299491451629,118.62528524456079
1,2,3,2,31.529033783061035,292.77108156890176,280.4824547532943
1,0,4,1,87.66653778624494,237.87773781255146,111.30637727859661
2,1,1,1,0.02375235758845795,133.4628093095251,219.2271154822771
2,2,3,0,76.71882889311269,230.86891112415898,174.84259886784727
4,3,0,2,39.828738397563555,91.26470080014356,208.609218753618
0,1,0,2,46.73107665376526,183.65129440469698,137.44347069303683
1,3,1,1,58.91085344708949,174.7695405635481,192.64791145050992
3,3,2,1,79.79893221433834,166.54219322081616,53.50528264710569
3,1,2,1,61.34113892107077,125.16527574143385,84.99356624639168
4,2,4,1,23.06698117177587,129.43761440247872,314.77353792024445
1,0,0,1,77.95844735667534,207.55636662502855,122.61512743969564
5,0,2,2,22.444057183666068,150.7179266701804,262.8776111875157
6,0,0,1,86.01268164179238,255.8444439981683,115.18511076357278
4,0,2,0,85.21935333470077,65.94006578834528,58.51831637798016
6,3,0,0,73.52126545234528,176.62593225988707,152.93629833385918
1,1,4,0,89.44799309680674,496.1639008152717,50.0
1,3,4,1,59.24077846595176,421.1064346663171,159.7162441136164
2,0,4,0,87.8629986355158,408.8417097231177,50.0
3,0,2,2,16.04001053300721,200.30399543535705,209.53415507605652
3,2,4,2,96.13152881849074,259.4615039464926,161.11450355852747
6,2,1,1,81.99469174081001,152.88132268621558,307.0192359991686
3,2,1,0,61.69269183757422,491.53378011234054,110.29327248855276
0,3,1,0,77.98453951511436,98.14128747213128,87.48151051132265
1,2,3,2,93.20281055100175,96.12937759580566,227.32359839290422
3,3,3,1,94.7297888256338,124.86991411952255,102.55707854098095
5,0,1,2,85.24146591986477,495.56676773779117,109.30697234111197
6,0,3,2,13.008624013063198,391.2184381680602,196.06884779003013
2,2,1,2,44.590270637674834,173.13199982674965,238.94279278123489
4,3,0,2,45.13870243296755,123.63071953625114,219.45909004162883
3,3,1,2,68.0499302074713,344.53004642651086,109.61926697769876
2,2,0,1,15.105789178090024,244.55066046917085,296.5622909907609
2,3,2,0,44.22987623809102,190.3783957228087,218.99802506910729
1,3,1,0,20.035914354871267,440.65526607073895,135.07266387571235
3,3,2,1,20.37012492762742,91.02402068278626,251.624908913586
6,2,1,2,62.62203216314154,109.0601949570744,297.476053024626
0,1,0,1,68.55652872289714,243.6376527047582,94.74213701058493
5,3,0,2,65.15194668022647,196.6664587784337,116.39720508176782
4,0,4,1,68.04566263593253,227.9952877459859,138.95982525361137
6,2,2,0,75.70592676112233,478.69188711742265,187.739909763602
2,3,0,0,10.279240449266569,306.90702582987393,214.0735012934319
6,3,3,0,55.96486834869141,54.396881338632646,286.2514842384266
0,0,4,1,3.3203108791366565,85.36032371975934,138.7479539472713
5,2,1,1,56.75408482615582,360.2592361117696,282.8646303065161
6,3,0,2,12.421996672805935,453.2995862082672,217.17748344068477
0,1,0,2,61.29441748656059,184.47614885179124,117.95591754871097
6,2,2,1,81.72977699624937,253.54322803323507,276.78077626184995
2,2,0,1,43.860721648953835,376.17195194332623,271.96645757456946
0,0,2,1,32.90174378146622,261.5821667134993,232.25248463107891
4,3,4,2,43.36553339563889,69.64774596831253,160.66336969474654
0,2,2,1,40.32613611238318,149.25250621504546,335.95334858495056
5,2,0,2,46.26229567393163,440.7226274337712,327.9863725298586
3,0,3,1,98.76495637360578,68.04913613561712,106.19475645857446
0,2,0,1,72.52576604151365,269.00102364111626,131.0114315837405
2,1,4,2,62.296658356348274,334.20209904163426,62.81694726354422
6,0,2,1,71.58249646820886,459.06463429953845,63.490845384637396
5,1,4,0,6.913278618661945,246.72442496757193,259.85129896185845
5,3,4,2,59.291839983178185,310.73670470457535,259.42787239634964
0,2,0,0,39.90459461371111,436.0938142652176,228.26574632405593
4,2,0,0,23.702785710833616,155.603317217698,295.48740436614503
1,0,1,1,14.57565682447517,252.24522584618197,229.86645756086835
2,3,0,0,16.704190790094987,125.42864732974294,190.35094846347852
0,3,3,2,86.82712805132586,142.62854451654573,142.30243950682524
4,3,1,1,5.708685608931486,289.0262876004644,196.0725208169075
4,2,4,0,50.723480868839246,68.70778657267644,268.951354064036
1,3,4,1,96.51186964360456,52.22299142048433,84.18027780863792
0,2,2,1,34.26534881209153,289.5102449718346,313.57604675464006
6,3,4,1,20.185345212294838,353.04459499621277,181.28693117912584
4,2,1,0,83.81152896481102,475.07639876331046,157.42094061600358
1,1,1,1,61.78472402012139,441.0072430154232,50.0
0,1,3,0,60.06095425462361,473.3939103521292,50.0
5,0,4,0,10.659303030799073,346.0303870713662,278.0758496022102
4,0,4,0,28.86855955306381,99.09933429458738,209.8628723091044
1,0,3,1,43.817234641198766,455.6190423147999,109.07392549536188
4,2,0,1,54.448909796084955,52.591397224154704,322.5862703284191
6,0,3,1,39.61726916092554,362.960243010438,170.2582295163108
0,3,0,2,22.726962726315147,82.93816569579964,135.39829659188854
2,3,1,1,46.34940438005724,220.90360108065343,201.77426366817267
5,3,4,0,34.12478276261564,221.08802845363567,313.7835107804614
1,3,4,2,53.360254672687844,323.55729175705005,220.39919226550268
1,3,2,2,1.823258267636163,138.10009355759576,217.2640600248329
6,3,4,2,24.34822965762993,467.165545158338,177.38106233399972
4,3,4,1,30.728996492628657,411.36165402469857,111.57974769399678
2,3,1,1,71.61506742231936,172.6808003300902,50.52537819385071
2,2,3,1,79.97810954240217,133.06330829166484,173.26100550008925
6,3,0,1,18.522844654740965,462.9886201271198,175.32135753532697
5,0,3,0,63.31513755940223,478.13150399299565,75.4897423225729
6,1,4,1,59.35385691231472,407.1847326712323,168.21823608590168
0,0,1,0,23.687055897448207,401.2364818597378,134.32661148376937
1,3,2,2,66.75498992914704,92.99089122560068,54.93958840220728
1,0,0,2,86.92596246510526,262.80138453493197,144.35447383320167
4,0,4,2,23.024616842786994,142.78377403329188,160.2073793942302
4,0,0,1,14.177439352710186,173.5431143000564,222.58106445717883
6,0,1,2,44.27169667795271,250.60591155975303,311.27826506909463
3,1,1,2,77.26227274493826,169.20295125653004,64.40439825353738
4,0,3,2,40.11879140389827,215.1302356421603,234.8577080644124
4,0,3,1,66.96026161339618,81.46922256924536,50.0
4,3,1,2,53.29577865513353,195.95018890191903,236.83006977419876
6,3,1,1,55.77834173700249,378.79272960766076,163.71076943926383
5,3,3,1,95.76252845053801,128.88632406094683,130.27922834086888
1,1,0,2,75.61633288952461,206.40718590754193,98.88240754660363
3,3,3,2,92.71778194794527,155.5889368349541,50.0
4,3,3,0,84.20332943764213,284.431089772419,70.50774650915594
5,1,1,2,86.46861920335402,323.8188856969061,122.85511675583298
4,1,3,0,22.735730009609878,203.75352585361438,200.74557014733932
0,0,1,2,23.90553321972656,279.3759110382641,183.47818927734087
1,3,1,2,16.176421135210962,403.8241805406925,144.3958322055869
6,1,3,0,39.10427630581744,275.51884963190435,306.5934459104878
4,2,1,1,72.14220673287318,113.5751221739776,111.18070979899244
6,3,0,2,40.29801787651615,128.0860317439289,248.90272250931108
3,1,1,0,57.516335049662494,265.7094980620333,239.39205546766146
0,3,0,1,89.82616272927059,423.19958231357765,50.0
5,0,4,0,12.17619111252748,265.20531037163255,276.53133655127635
3,0,3,0,54.952953589501696,484.619972518949,65.9277327751735
5,3,1,0,10.566468426174392,338.3718416105928,260.60411436422686
4,2,1,2,15.20248531286481,77.60733219980068,293.59671387209374
1,1,2,1,5.778056099636664,362.76585298634893,164.72178410549856
0,2,2,0,14.224936868719617,104.62322274009301,281.5979200937718
3,0,3,2,22.889460484661363,154.69049235320645,190.92590940535615
3,3,4,1,42.60833838903715,108.81966953308977,196.14477557432582
4,2,2,1,82.75378955668742,380.1264712526309,129.68108314846393
5,0,1,1,48.13441516353236,58.63652457037551,305.8930067851189
1,3,4,0,32.35003949114738,425.43651467964537,96.10679456821262
4,0,4,1,6.4616679844086145,69.18494417916473,158.36161818300383
2,2,4,2,14.923777795017612,107.23989320935232,277.13275613611256
1,3,3,1,47.601812936876655,219.1497283155962,173.75538859771643
4,1,4,0,95.53346865039283,404.1065238148828,50.0
0,0,0,1,43.760312405539196,164.60177992072303,197.34972022972715
2,2,1,2,45.012443241975966,152.13411246441387,327.6404880895949
0,3,4,2,10.56934799062741,494.7238719500591,101.86982785310065
0,2,2,0,7.208433599867337,82.06552749436636,297.7254781254536
0,0,3,0,38.759523148276955,257.87612150193013,167.7001719642701
4,1,1,1,8.261766345926869,281.59591395808025,146.6410750037059
0,2,0,0,38.19396396528959,142.55926798799982,308.4353868680836
5,0,0,0,53.030213324915835,68.87805054423632,252.23137450676901
1,1,4,2,97.99703293588506,320.84671533634497,125.85405279237595
3,1,2,1,33.82675059944984,467.6376381467224,135.23507268868872
6,0,0,2,55.009194045815605,224.89375938343116,264.65648333349304
3,0,3,2,88.69249002092695,340.6148656948427,57.18799777000082
2,1,0,0,54.40165791827516,336.2318436784213,211.1748712937
6,3,2,1,75.31873359134028,171.1990842359113,207.97367005448126
3,0,4,1,10.794371464646435,358.384107252143,84.1170830452686
3,0,2,0,59.03476904587729,278.762246112326,198.80783285581475
6,1,2,2,68.88853020500906,442.99531213736344,118.69258262248238
6,3,1,1,0.9331619827093296,161.00548903473037,300.19544053809875
4,2,0,2,40.14943158612883,410.0319359146218,227.81988499451222
5,2,2,2,68.78841098799151,218.86695699919986,217.98476119175172
0,3,3,1,84.80477911307719,427.98379112698217,50.0
3,2,2,2,30.560421549021488,444.49284282269025,243.9340801914825
4,1,3,2,44.861063095454256,374.93192219123165,126.74054177255658
4,1,4,1,69.56181464968068,51.448218621925406,107.9777249561927
5,1,3,0,38.76735947503942,231.04720610895018,280.8714031714523
2,3,4,1,56.14845879595237,302.29704248727694,232.25942418078063
5,3,1,1,80.49889996807697,171.41932405769646,159.78871603225792
5,2,4,1,98.19691904461453,144.42889768538424,299.37225865227896
3,3,2,0,14.745252670628394,197.6867391241902,174.70218187118772
3,0,2,2,76.65885239716434,380.1271235190406,50.0
5,0,0,0,63.75532644702297,273.2748728509488,176.35365242766795
6,1,3,2,73.99863866856118,477.64073881876624,51.697534549748624
4,0,3,0,97.96467150338835,124.38234993657855,101.53970929748513
5,0,0,2,29.872557358877305,473.30566030190323,250.26642180633456
1,2,1,2,37.6914164736372,257.779766125572,218.57678098526742
4,3,1,1,72.79393069737652,273.4075185598849,56.015050005095404
0,3,0,1,5.728025107762336,151.35066602082037,191.77314928836407
3,3,0,0,6.895801635642118,75.67462451806445,170.02061727049588
5,1,3,2,24.697879907199983,457.8145612344665,174.79155708028614
5,2,1,0,77.67105569551812,79.41477090397336,232.315094308195
4,3,2,1,90.64374533444109,112.66041700291782,50.0
6,1,1,2,96.33944342135504,302.0756825578289,186.52136189083149
6,0,1,1,41.87933190741614,167.07100593292301,303.82794038865484
1,0,0,2,30.869874337319526,476.16619448242534,82.37131730492251
3,0,4,0,2.2035160297504186,374.0036178484009,95.30645815955761
5,2,0,0,98.0516822001106,152.33427313762053,255.07461765138484
3,1,2,0,79.16999884533517,296.9773955240264,50.0
1,0,1,0,14.095962752176927,348.8845615274378,216.5467781063727
0,1,1,1,86.19869084042723,257.0730190197978,54.7214023582931
6,3,3,2,45.923987759695805,73.38045989942079,310.0915392898355
6,0,4,1,33.02150648714976,390.53817755988575,156.61615902319514
4,2,3,1,23.87962113815393,253.05770488144464,302.84981254068913
1,3,1,0,2.716742122555982,79.34206606722142,226.49329331441476
0,1,3,2,10.547369995663058,345.5510471259323,197.66488408961595
0,2,1,2,77.56118509253275,484.0144942553652,103.39811231613294
3,3,0,0,63.45824175503038,409.06137182715236,50.0
6,2,1,1,44.7602940320217,301.0190863681406,391.4023612532532
4,2,2,1,16.885420667768614,278.1729967394485,266.4414199669932
3,0,4,2,31.316199481728233,409.36697257223807,130.20353119213934
6,3,0,2,48.53589831598871,105.09525426152346,263.7259579988141
5,0,1,1,97.97824578545219,345.2603081092613,171.69660458417187
2,0,3,0,82.2958446221486,144.3888264576566,56.82890647057099
5,0,2,0,33.684050186110326,183.42040157749187,288.30127131714954
0,0,1,1,82.82492524372184,200.84362131689272,101.96421690455348
1,3,4,1,10.063747852353334,157.9433507401751,188.24725552868534
6,1,1,2,65.11475848816741,329.41785536529403,132.3276944650449
5,0,4,2,84.37373264067243,164.28869355741114,150.47280403528785
3,2,0,0,83.704112524294,175.6742398044847,159.73615665432666
6,2,3,1,51.265475314505295,187.38980451352907,410.86047832089173
5,3,3,0,76.60647765353026,404.8013044639844,50.0
4,2,1,2,90.71950307058299,351.8295403576253,71.01062842704602
5,1,3,0,54.66482201877885,221.18024703668434,284.50408349114156
5,2,2,0,4.202467517140529,382.95685434511864,293.3441728861408
0,2,2,2,75.3961903596784,412.2080495786474,112.65053404793333
3,0,0,2,62.82381104632814,289.7041490426997,56.705545758210704
5,0,4,0,24.189382825883897,55.58181632479165,342.73854707273756
3,0,2,0,29.72378077086172,184.9636001781431,228.50922775920728
0,3,4,1,79.45782787001903,65.60162002691749,131.31840117745776
2,2,1,0,52.14456890435895,78.63840917898905,310.42591128474226
0,0,4,0,90.96268194365923,351.1401183221353,50.0
0,1,0,0,69.44504561307087,86.99317867030175,77.72529135445211
6,0,2,1,16.482467534676204,126.7618602006905,306.26523941534526
4,2,3,0,70.26337730855164,156.84506076866282,151.03506042512834
5,3,4,2,65.22242595454725,477.73897366379157,80.90484717605375
1,2,0,0,26.895894582647106,233.13735933541875,303.18536303466635
2,3,2,1,97.15326909010507,199.10615319637284,65.91343462816
0,2,2,0,47.42884204312605,315.8903485719687,334.7704573469147
0,1,2,0,33.88606493387516,411.1635558109158,123.63353995011616
0,3,1,2,4.438777217085443,175.0199327517805,182.57666634488086
0,3,4,2,87.98626773611599,308.6507994189868,105.61139137048484
6,0,2,1,99.28168389990704,109.17010395409173,138.74779699268612
3,2,3,0,71.40326444668564,323.5573463408167,134.5885682216152
0,0,1,2,95.40331275850406,374.6270529978297,50.0
0,2,3,1,25.669422831004585,349.38144589012484,316.055204131473
0,2,3,1,9.228479207325723,318.34468348716575,327.5924284298397
3,1,2,2,74.98507644364662,235.70389673752848,83.4175888430231
4,0,1,1,88.80390643601179,319.4115810435938,50.0
0,0,3,2,72.39730554660937,104.2512873816606,80.20409295178314
1,0,2,1,14.213712379345766,55.26797482890683,149.08707845041243
0,2,4,2,4.373907230894735,105.35148280568554,280.6329171405457
0,2,0,2,81.67232025585446,80.32304965348513,211.43826185256427
3,2,4,2,54.253436853225146,437.78412271323293,209.93812831678622
5,3,3,1,38.423962013738134,252.55551253186948,324.88021638151537
6,3,2,1,37.005233467425526,62.339139487695945,293.71689624483065
3,0,1,0,64.57405100956123,70.1503027271007,86.82959847893912
1,3,2,2,38.587450289511594,406.27411666760594,56.522400135870235
2,0,0,1,84.7139489693785,288.98840519835926,88.15619488310051
5,0,3,0,14.055296757836079,268.51536484672897,314.743325440729
2,2,2,0,38.420671298580025,67.54820565871022,297.34911122383994
1,2,1,1,75.62136139501769,256.3353539968508,168.89966910353616
5,1,4,1,11.613896020052561,480.1634730298936,220.90863213532208
3,1,3,0,98.40131632104642,179.78244701843556,69.9854153073197
6,1,3,0,38.55119047369223,203.17419691452756,244.18224980802833
0,0,1,0,76.190181260487,425.1424828719135,50.0
2,2,1,1,25.933489731709447,137.58072651719237,294.9556854424563
3,0,3,2,55.77088262500439,206.2746675637284,185.83728266908616
3,2,4,2,15.052149166341355,417.5406185537876,238.93169554064517
2,3,1,1,56.93773611822828,329.29721592106284,180.3775997055704
4,2,4,0,47.554603748682666,294.36106278094843,307.6121898448372
4,2,3,1,13.065234382346292,405.72940742369826,234.03079515296298
3,0,0,0,87.7090581018189,474.81894222142904,50.0
3,3,3,1,58.87315221313199,218.89845856382084,164.8222517344177
5,2,0,1,76.17981913776973,223.94322807036255,195.92977358063914
1,0,2,0,98.07393435834294,233.41289385821761,174.1324560097998
2,2,3,2,95.60471436119332,140.21353198778127,214.97418057625157
2,2,2,2,3.079004966044785,487.18986907576493,213.86635060944326
4,2,1,1,68.77220424305607,375.2181309642028,76.81366996529172
5,0,3,1,33.34073221591105,379.87303543699704,212.21156861373606
5,0,2,2,20.06510174037612,497.59188870199904,196.28814991198482
4,0,4,0,75.34279222569691,396.01525194843845,50.0
0,2,0,2,61.360411423745845,89.87212128635558,155.39276011653897
3,1,2,2,54.91303362771727,334.44042327780903,199.27916425758187
4,0,1,0,95.51152072917014,285.15946970153533,66.10193133017503
6,1,1,1,5.022601146397376,82.80582591555658,273.41668565065413
4,3,3,1,28.10044989087136,411.5672344835981,115.3522619449117
2,1,4,2,47.64369863437916,151.71304901719986,221.02208855398692
0,1,4,0,60.34930960433786,211.01633785109698,54.359811650857495
0,2,1,1,82.14319916425933,299.595806615793,190.05111375787402
